Date,Country,Camp,School,Subject
06/02/2019,Tanzania,Nyarugusu,Amani,Languages
06/02/2019,Tanzania,Nyarugusu,Amani,Languages
06/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
27/02/2019,Tanzania,Nyarugusu,Amani,Creative Arts
27/02/2019,Tanzania,Nyarugusu,Amani,Sciences
30/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
30/01/2019,Tanzania,Nyarugusu,Amani,Languages
26/02/2019,Tanzania,Nyarugusu,Amani,Sciences
28/01/2019,Tanzania,Nyarugusu,Amani,Languages
21/01/2019,Tanzania,Nyarugusu,Amani,Languages
14/01/2019,Tanzania,Nyarugusu,Amani,Sciences
14/01/2019,Tanzania,Nyarugusu,Amani,Sciences
13/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
13/01/2019,Tanzania,Nyarugusu,Amani,Languages
07/01/2019,Tanzania,Nyarugusu,Amani,Sciences
06/01/2019,Tanzania,Nyarugusu,Amani,Sciences
28/04/2019,Tanzania,Nyarugusu,Amani,Mathematics
28/04/2019,Tanzania,Nyarugusu,Amani,Mathematics
28/04/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
28/04/2019,Tanzania,Nyarugusu,Amani,Sciences
01/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
01/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
01/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
01/05/2019,Tanzania,Nyarugusu,Amani,Sciences
01/05/2019,Tanzania,Nyarugusu,Amani,Sciences
01/05/2019,Tanzania,Nyarugusu,Amani,Mathematics
01/05/2019,Tanzania,Nyarugusu,Amani,Sciences
01/05/2019,Tanzania,Nyarugusu,Amani,Sciences
01/05/2019,Tanzania,Nyarugusu,Amani,Sciences
01/05/2019,Tanzania,Nyarugusu,Amani,Languages
05/05/2019,Tanzania,Nyarugusu,Amani,Languages
06/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
06/05/2019,Tanzania,Nyarugusu,Amani,Sciences
06/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
06/05/2019,Tanzania,Nyarugusu,Amani,Sciences
06/05/2019,Tanzania,Nyarugusu,Amani,Sciences
07/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
07/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
07/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
07/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
07/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
07/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
07/05/2019,Tanzania,Nyarugusu,Amani,Mathematics
07/05/2019,Tanzania,Nyarugusu,Amani,Sciences
08/05/2019,Tanzania,Nyarugusu,Amani,Mathematics
08/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
08/05/2019,Tanzania,Nyarugusu,Amani,Mathematics
08/05/2019,Tanzania,Nyarugusu,Amani,Sciences
08/05/2019,Tanzania,Nyarugusu,Amani,Languages
26/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
26/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
26/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
26/05/2019,Tanzania,Nyarugusu,Amani,Sciences
26/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
26/05/2019,Tanzania,Nyarugusu,Amani,Languages
26/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
27/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
27/05/2019,Tanzania,Nyarugusu,Amani,Sciences
28/05/2019,Tanzania,Nyarugusu,Amani,Languages
28/05/2019,Tanzania,Nyarugusu,Amani,Languages
28/05/2019,Tanzania,Nyarugusu,Amani,Languages
28/05/2019,Tanzania,Nyarugusu,Amani,Sciences
28/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
29/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
28/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
28/05/2019,Tanzania,Nyarugusu,Amani,Sciences
29/05/2019,Tanzania,Nyarugusu,Amani,Creative Arts
28/05/2019,Tanzania,Nyarugusu,Amani,Languages
27/05/2019,Tanzania,Nyarugusu,Amani,Mathematics
26/05/2019,Tanzania,Nyarugusu,Amani,Sciences
26/05/2019,Tanzania,Nyarugusu,Amani,Sciences
14/05/2019,Tanzania,Nyarugusu,Amani,Sciences
08/05/2019,Tanzania,Nyarugusu,Amani,Sciences
08/05/2019,Tanzania,Nyarugusu,Amani,Mathematics
07/05/2019,Tanzania,Nyarugusu,Amani,Sciences
06/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
07/05/2019,Tanzania,Nyarugusu,Amani,Languages
07/05/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
05/05/2019,Tanzania,Nyarugusu,Amani,Languages
28/04/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
28/04/2019,Tanzania,Nyarugusu,Amani,Mathematics
28/04/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
02/06/2019,Tanzania,Nyarugusu,Amani,Languages
02/06/2019,Tanzania,Nyarugusu,Amani,Languages
02/06/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
02/06/2019,Tanzania,Nyarugusu,Amani,Sciences
02/06/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
02/06/2019,Tanzania,Nyarugusu,Amani,Sciences
02/06/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
02/06/2019,Tanzania,Nyarugusu,Amani,Mathematics
03/06/2019,Tanzania,Nyarugusu,Amani,Mathematics
03/06/2019,Tanzania,Nyarugusu,Amani,Languages
03/06/2019,Tanzania,Nyarugusu,Amani,Mathematics
03/06/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
03/06/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
04/06/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
03/06/2019,Tanzania,Nyarugusu,Amani,Sciences
05/06/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
04/06/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
13/06/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
13/06/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/06/2019,Tanzania,Nyarugusu,Amani,Other
22/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
22/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
22/09/2019,Tanzania,Nyarugusu,Amani,Mathematics
22/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
22/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
22/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
22/09/2019,Tanzania,Nyarugusu,Amani,Sciences
22/09/2019,Tanzania,Nyarugusu,Amani,Sciences
23/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/09/2019,Tanzania,Nyarugusu,Amani,Languages
23/09/2019,Tanzania,Nyarugusu,Amani,Languages
23/09/2019,Tanzania,Nyarugusu,Amani,Languages
24/09/2019,Tanzania,Nyarugusu,Amani,Mathematics
24/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
24/09/2019,Tanzania,Nyarugusu,Amani,Languages
24/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
24/09/2019,Tanzania,Nyarugusu,Amani,Languages
24/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
25/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
25/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
25/09/2019,Tanzania,Nyarugusu,Amani,Mathematics
25/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
25/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
29/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
29/09/2019,Tanzania,Nyarugusu,Amani,Languages
29/09/2019,Tanzania,Nyarugusu,Amani,Mathematics
29/09/2019,Tanzania,Nyarugusu,Amani,Sciences
30/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
30/09/2019,Tanzania,Nyarugusu,Amani,Languages
30/09/2019,Tanzania,Nyarugusu,Amani,Languages
30/09/2019,Tanzania,Nyarugusu,Amani,Sciences
01/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
01/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
01/10/2019,Tanzania,Nyarugusu,Amani,Languages
01/10/2019,Tanzania,Nyarugusu,Amani,Sciences
01/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
02/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
02/10/2019,Tanzania,Nyarugusu,Amani,Languages
02/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
02/10/2019,Tanzania,Nyarugusu,Amani,Languages
02/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
06/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
06/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
06/10/2019,Tanzania,Nyarugusu,Amani,Languages
06/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
06/10/2019,Tanzania,Nyarugusu,Amani,Sciences
07/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
07/10/2019,Tanzania,Nyarugusu,Amani,Sciences
07/10/2019,Tanzania,Nyarugusu,Amani,Languages
07/10/2019,Tanzania,Nyarugusu,Amani,Languages
07/10/2019,Tanzania,Nyarugusu,Amani,Sciences
07/10/2019,Tanzania,Nyarugusu,Amani,Languages
07/10/2019,Tanzania,Nyarugusu,Amani,Languages
07/10/2019,Tanzania,Nyarugusu,Amani,Sciences
07/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
08/10/2019,Tanzania,Nyarugusu,Amani,Sciences
08/10/2019,Tanzania,Nyarugusu,Amani,Sciences
08/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
08/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
09/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
09/10/2019,Tanzania,Nyarugusu,Amani,Languages
09/10/2019,Tanzania,Nyarugusu,Amani,Languages
09/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
14/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
14/10/2019,Tanzania,Nyarugusu,Amani,Languages
14/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
14/10/2019,Tanzania,Nyarugusu,Amani,Sciences
14/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
14/10/2019,Tanzania,Nyarugusu,Amani,Sciences
15/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
15/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
15/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
15/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
16/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
16/10/2019,Tanzania,Nyarugusu,Amani,Languages
16/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
16/10/2019,Tanzania,Nyarugusu,Amani,Languages
20/10/2019,Tanzania,Nyarugusu,Amani,Sciences
20/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
20/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
20/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
20/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
21/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
21/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
21/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
21/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
21/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
20/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
20/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
21/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
21/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
21/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
16/10/2019,Tanzania,Nyarugusu,Amani,Sciences
16/10/2019,Tanzania,Nyarugusu,Amani,Languages
16/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
15/10/2019,Tanzania,Nyarugusu,Amani,Languages
15/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
14/10/2019,Tanzania,Nyarugusu,Amani,Languages
14/10/2019,Tanzania,Nyarugusu,Amani,Languages
14/10/2019,Tanzania,Nyarugusu,Amani,Sciences
22/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/10/2019,Tanzania,Nyarugusu,Amani,Languages
23/10/2019,Tanzania,Nyarugusu,Amani,Languages
23/10/2019,Tanzania,Nyarugusu,Amani,Languages
24/10/2019,Tanzania,Nyarugusu,Amani,Sciences
27/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
27/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
27/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
27/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
27/10/2019,Tanzania,Nyarugusu,Amani,Sciences
27/10/2019,Tanzania,Nyarugusu,Amani,Languages
28/10/2019,Tanzania,Nyarugusu,Amani,Sciences
28/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
28/10/2019,Tanzania,Nyarugusu,Amani,Sciences
28/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
28/10/2019,Tanzania,Nyarugusu,Amani,Languages
27/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
29/10/2019,Tanzania,Nyarugusu,Amani,Languages
30/10/2019,Tanzania,Nyarugusu,Amani,Languages
30/10/2019,Tanzania,Nyarugusu,Amani,Languages
30/10/2019,Tanzania,Nyarugusu,Amani,Languages
03/11/2019,Tanzania,Nyarugusu,Amani,Mathematics
03/11/2019,Tanzania,Nyarugusu,Amani,Mathematics
03/11/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
03/11/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
03/11/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
04/11/2019,Tanzania,Nyarugusu,Amani,Creative Arts
11/11/2019,Tanzania,Nyarugusu,Amani,Sciences
11/11/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
04/11/2019,Tanzania,Nyarugusu,Amani,Sciences
03/11/2019,Tanzania,Nyarugusu,Amani,Sciences
03/11/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
30/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
30/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
30/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
17/11/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
17/11/2019,Tanzania,Nyarugusu,Amani,Languages
18/11/2019,Tanzania,Nyarugusu,Amani,Sciences
18/11/2019,Tanzania,Nyarugusu,Amani,Sciences
18/11/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
18/11/2019,Tanzania,Nyarugusu,Amani,Sciences
18/11/2019,Tanzania,Nyarugusu,Amani,Languages
19/11/2019,Tanzania,Nyarugusu,Amani,Mathematics
19/11/2019,Tanzania,Nyarugusu,Amani,Sciences
20/11/2019,Tanzania,Nyarugusu,Amani,Sciences
20/11/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
20/11/2019,Tanzania,Nyarugusu,Amani,Languages
20/11/2019,Tanzania,Nyarugusu,Amani,Mathematics
20/11/2019,Tanzania,Nyarugusu,Amani,Languages
20/11/2019,Tanzania,Nyarugusu,Amani,Sciences
24/11/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
24/11/2019,Tanzania,Nyarugusu,Amani,Mathematics
24/11/2019,Tanzania,Nyarugusu,Amani,Sciences
24/11/2019,Tanzania,Nyarugusu,Amani,Sciences
25/11/2019,Tanzania,Nyarugusu,Amani,Mathematics
27/11/2019,Tanzania,Nyarugusu,Amani,Mathematics
27/11/2019,Tanzania,Nyarugusu,Amani,Languages
01/12/2019,Tanzania,Nyarugusu,Amani,Mathematics
01/12/2019,Tanzania,Nyarugusu,Amani,Mathematics
01/12/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
01/12/2019,Tanzania,Nyarugusu,Amani,Mathematics
18/11/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
24/11/2019,Tanzania,Nyarugusu,Amani,Mathematics
20/11/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
20/11/2019,Tanzania,Nyarugusu,Amani,Languages
20/11/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
19/11/2019,Tanzania,Nyarugusu,Amani,Sciences
19/11/2019,Tanzania,Nyarugusu,Amani,Sciences
18/11/2019,Tanzania,Nyarugusu,Amani,Mathematics
17/11/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/10/2019,Tanzania,Nyarugusu,Amani,Sciences
23/10/2019,Tanzania,Nyarugusu,Amani,Languages
22/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
22/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
22/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
09/10/2019,Tanzania,Nyarugusu,Amani,Languages
09/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
08/10/2019,Tanzania,Nyarugusu,Amani,Languages
08/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
07/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
07/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
06/10/2019,Tanzania,Nyarugusu,Amani,Sciences
06/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
02/10/2019,Tanzania,Nyarugusu,Amani,Languages
02/10/2019,Tanzania,Nyarugusu,Amani,Languages
02/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
29/09/2019,Tanzania,Nyarugusu,Amani,Languages
29/09/2019,Tanzania,Nyarugusu,Amani,Sciences
29/09/2019,Tanzania,Nyarugusu,Amani,Mathematics
30/09/2019,Tanzania,Nyarugusu,Amani,Languages
01/10/2019,Tanzania,Nyarugusu,Amani,Mathematics
01/10/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
25/09/2019,Tanzania,Nyarugusu,Amani,Languages
25/09/2019,Tanzania,Nyarugusu,Amani,Languages
24/09/2019,Tanzania,Nyarugusu,Amani,Sciences
24/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
01/10/2019,Tanzania,Nyarugusu,Amani,Languages
23/09/2019,Tanzania,Nyarugusu,Amani,Sciences
23/09/2019,Tanzania,Nyarugusu,Amani,Sciences
22/09/2019,Tanzania,Nyarugusu,Amani,Mathematics
22/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
22/09/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/09/2019,Tanzania,Nyarugusu,Amani,Sciences
25/09/2019,Tanzania,Nyarugusu,Amani,Languages
23/09/2019,Tanzania,Nyarugusu,Amani,Sciences
12/01/2020,Tanzania,Nyarugusu,Amani,Mathematics
12/01/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
14/01/2020,Tanzania,Nyarugusu,Amani,Sciences
14/01/2020,Tanzania,Nyarugusu,Amani,Mathematics
14/01/2020,Tanzania,Nyarugusu,Amani,Sciences
15/01/2020,Tanzania,Nyarugusu,Amani,Languages
15/01/2020,Tanzania,Nyarugusu,Amani,Languages
15/01/2020,Tanzania,Nyarugusu,Amani,Mathematics
19/01/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
19/01/2020,Tanzania,Nyarugusu,Amani,Languages
19/01/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
20/01/2020,Tanzania,Nyarugusu,Amani,Languages
21/01/2020,Tanzania,Nyarugusu,Amani,Mathematics
21/01/2020,Tanzania,Nyarugusu,Amani,Creative Arts
21/01/2020,Tanzania,Nyarugusu,Amani,Languages
21/01/2020,Tanzania,Nyarugusu,Amani,Mathematics
21/01/2020,Tanzania,Nyarugusu,Amani,Sciences
22/01/2020,Tanzania,Nyarugusu,Amani,Languages
26/01/2020,Tanzania,Nyarugusu,Amani,Mathematics
26/01/2020,Tanzania,Nyarugusu,Amani,Mathematics
26/01/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
26/01/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
22/01/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
22/01/2020,Tanzania,Nyarugusu,Amani,Mathematics
22/01/2020,Tanzania,Nyarugusu,Amani,Languages
15/01/2020,Tanzania,Nyarugusu,Amani,Sciences
15/01/2020,Tanzania,Nyarugusu,Amani,Languages
14/01/2020,Tanzania,Nyarugusu,Amani,Sciences
27/01/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
28/01/2020,Tanzania,Nyarugusu,Amani,Sciences
28/01/2020,Tanzania,Nyarugusu,Amani,Sciences
28/01/2020,Tanzania,Nyarugusu,Amani,Languages
28/01/2020,Tanzania,Nyarugusu,Amani,Sciences
28/01/2020,Tanzania,Nyarugusu,Amani,Languages
28/01/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
28/01/2020,Tanzania,Nyarugusu,Amani,Languages
28/01/2020,Tanzania,Nyarugusu,Amani,Languages
28/01/2020,Tanzania,Nyarugusu,Amani,Languages
29/01/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
29/01/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
29/01/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
29/01/2020,Tanzania,Nyarugusu,Amani,Mathematics
29/01/2020,Tanzania,Nyarugusu,Amani,Languages
29/01/2020,Tanzania,Nyarugusu,Amani,Languages
29/01/2020,Tanzania,Nyarugusu,Amani,Sciences
02/02/2020,Tanzania,Nyarugusu,Amani,Sciences
02/02/2020,Tanzania,Nyarugusu,Amani,Mathematics
02/02/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
02/02/2020,Tanzania,Nyarugusu,Amani,Mathematics
04/02/2020,Tanzania,Nyarugusu,Amani,Languages
04/02/2020,Tanzania,Nyarugusu,Amani,Languages
04/02/2020,Tanzania,Nyarugusu,Amani,Sciences
04/02/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
04/02/2020,Tanzania,Nyarugusu,Amani,Mathematics
04/02/2020,Tanzania,Nyarugusu,Amani,Sciences
04/02/2020,Tanzania,Nyarugusu,Amani,Mathematics
05/02/2020,Tanzania,Nyarugusu,Amani,Languages
05/02/2020,Tanzania,Nyarugusu,Amani,Languages
05/02/2020,Tanzania,Nyarugusu,Amani,Languages
05/02/2020,Tanzania,Nyarugusu,Amani,Languages
05/02/2020,Tanzania,Nyarugusu,Amani,Sciences
05/02/2020,Tanzania,Nyarugusu,Amani,Sciences
09/02/2020,Tanzania,Nyarugusu,Amani,Mathematics
09/02/2020,Tanzania,Nyarugusu,Amani,Languages
09/02/2020,Tanzania,Nyarugusu,Amani,Mathematics
09/02/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
09/02/2020,Tanzania,Nyarugusu,Amani,Languages
09/02/2020,Tanzania,Nyarugusu,Amani,Languages
09/02/2020,Tanzania,Nyarugusu,Amani,Languages
09/02/2020,Tanzania,Nyarugusu,Amani,Languages
09/02/2020,Tanzania,Nyarugusu,Amani,Sciences
10/02/2020,Tanzania,Nyarugusu,Amani,Sciences
10/02/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
10/02/2020,Tanzania,Nyarugusu,Amani,Sciences
10/02/2020,Tanzania,Nyarugusu,Amani,Sciences
10/02/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
10/02/2020,Tanzania,Nyarugusu,Amani,Languages
11/02/2020,Tanzania,Nyarugusu,Amani,Sciences
11/02/2020,Tanzania,Nyarugusu,Amani,Mathematics
11/02/2020,Tanzania,Nyarugusu,Amani,Sciences
11/02/2020,Tanzania,Nyarugusu,Amani,Sciences
11/02/2020,Tanzania,Nyarugusu,Amani,Languages
11/02/2020,Tanzania,Nyarugusu,Amani,Sciences
16/02/2020,Tanzania,Nyarugusu,Amani,Languages
16/02/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
16/02/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
16/02/2020,Tanzania,Nyarugusu,Amani,Languages
16/02/2020,Tanzania,Nyarugusu,Amani,Sciences
16/02/2020,Tanzania,Nyarugusu,Amani,Sciences
16/02/2020,Tanzania,Nyarugusu,Amani,Sciences
17/02/2020,Tanzania,Nyarugusu,Amani,Languages
17/02/2020,Tanzania,Nyarugusu,Amani,Sciences
17/02/2020,Tanzania,Nyarugusu,Amani,Mathematics
18/02/2020,Tanzania,Nyarugusu,Amani,Mathematics
18/02/2020,Tanzania,Nyarugusu,Amani,Sciences
18/02/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
18/02/2020,Tanzania,Nyarugusu,Amani,Mathematics
19/02/2020,Tanzania,Nyarugusu,Amani,Other
19/02/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
19/02/2020,Tanzania,Nyarugusu,Amani,Sciences
19/02/2020,Tanzania,Nyarugusu,Amani,Languages
19/02/2020,Tanzania,Nyarugusu,Amani,Other
23/02/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/02/2020,Tanzania,Nyarugusu,Amani,Mathematics
23/02/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/02/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/02/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/02/2020,Tanzania,Nyarugusu,Amani,Languages
24/02/2020,Tanzania,Nyarugusu,Amani,Languages
24/02/2020,Tanzania,Nyarugusu,Amani,Humanities / General Culture
24/02/2020,Tanzania,Nyarugusu,Amani,Sciences
24/02/2020,Tanzania,Nyarugusu,Amani,Languages
24/02/2020,Tanzania,Nyarugusu,Amani,Sciences
24/02/2020,Tanzania,Nyarugusu,Amani,Languages
25/02/2020,Tanzania,Nyarugusu,Amani,Mathematics
